"","X.1","X","id","stationid","stationname","sampledate","sampletime","parameter","qualifier","result","unit","method","type","county","description","beachname","latitude","longitude","createdate","sourcefile","date","month"
"54855",114799,115318,449,449,"SMB-2-7","2019-03-21","09:13:00","Enterococcus","=",87,"MPN/100ml","Enterolert","Results","Los Angeles","Santa Monica Canyon on Will Rogers State Beach","Will Rogers State Beach",34.02645,-118.51955,"2019-04-04 08:12:09","SMB_2_7.csv","2019-04-04 08:12:09",3
"54856",114800,115319,449,449,"SMB-2-7","2019-03-21","09:13:00","Fecal Coliforms","=",130,"MPN/100ml","Colilert 18","Results","Los Angeles","Santa Monica Canyon on Will Rogers State Beach","Will Rogers State Beach",34.02645,-118.51955,"2019-04-04 08:12:09","SMB_2_7.csv","2019-04-04 08:12:09",3
"54857",114801,115320,449,449,"SMB-2-7","2019-03-21","09:13:00","Total Coliforms","=",660,"MPN/100ml","Colilert 18","Results","Los Angeles","Santa Monica Canyon on Will Rogers State Beach","Will Rogers State Beach",34.02645,-118.51955,"2019-04-04 08:12:09","SMB_2_7.csv","2019-04-04 08:12:09",3
"54858",114802,115321,449,449,"SMB-2-7","2019-03-20","09:27:00","Enterococcus","=",250,"MPN/100ml","Enterolert","Results","Los Angeles","Santa Monica Canyon on Will Rogers State Beach","Will Rogers State Beach",34.02645,-118.51955,"2019-04-04 08:05:11","SMB_2_7.csv","2019-04-04 08:05:11",3
"54859",114803,115322,449,449,"SMB-2-7","2019-03-20","09:27:00","Fecal Coliforms","=",500,"MPN/100ml","Colilert 18","Results","Los Angeles","Santa Monica Canyon on Will Rogers State Beach","Will Rogers State Beach",34.02645,-118.51955,"2019-04-04 08:05:11","SMB_2_7.csv","2019-04-04 08:05:11",3
"54860",114804,115323,449,449,"SMB-2-7","2019-03-20","09:27:00","Total Coliforms","=",1500,"MPN/100ml","Colilert 18","Results","Los Angeles","Santa Monica Canyon on Will Rogers State Beach","Will Rogers State Beach",34.02645,-118.51955,"2019-04-04 08:05:11","SMB_2_7.csv","2019-04-04 08:05:11",3
"54861",114805,115324,449,449,"SMB-2-7","2019-03-19","09:12:00","Enterococcus","=",500,"MPN/100ml","Enterolert","Results","Los Angeles","Santa Monica Canyon on Will Rogers State Beach","Will Rogers State Beach",34.02645,-118.51955,"2019-03-21 11:13:40","SMB_2_7.csv","2019-03-21 11:13:40",3
"54862",114806,115325,449,449,"SMB-2-7","2019-03-19","09:12:00","Fecal Coliforms","=",430,"MPN/100ml","Colilert 18","Results","Los Angeles","Santa Monica Canyon on Will Rogers State Beach","Will Rogers State Beach",34.02645,-118.51955,"2019-03-21 11:13:40","SMB_2_7.csv","2019-03-21 11:13:40",3
"54863",114807,115326,449,449,"SMB-2-7","2019-03-19","09:12:00","Total Coliforms","=",1000,"MPN/100ml","Colilert 18","Results","Los Angeles","Santa Monica Canyon on Will Rogers State Beach","Will Rogers State Beach",34.02645,-118.51955,"2019-03-21 11:13:40","SMB_2_7.csv","2019-03-21 11:13:40",3
"54864",114808,115327,449,449,"SMB-2-7","2019-03-16","09:22:00","Enterococcus","=",360,"MPN/100ml","Enterolert","Results","Los Angeles","Santa Monica Canyon on Will Rogers State Beach","Will Rogers State Beach",34.02645,-118.51955,"2019-03-21 11:13:05","SMB_2_7.csv","2019-03-21 11:13:05",3
"54865",114809,115328,449,449,"SMB-2-7","2019-03-16","09:22:00","Fecal Coliforms","=",830,"MPN/100ml","Colilert 18","Results","Los Angeles","Santa Monica Canyon on Will Rogers State Beach","Will Rogers State Beach",34.02645,-118.51955,"2019-03-21 11:13:05","SMB_2_7.csv","2019-03-21 11:13:05",3
"54866",114810,115329,449,449,"SMB-2-7","2019-03-16","09:22:00","Total Coliforms","=",1900,"MPN/100ml","Colilert 18","Results","Los Angeles","Santa Monica Canyon on Will Rogers State Beach","Will Rogers State Beach",34.02645,-118.51955,"2019-03-21 11:13:05","SMB_2_7.csv","2019-03-21 11:13:05",3
"54867",114811,115330,449,449,"SMB-2-7","2019-03-15","08:55:00","Enterococcus","=",1100,"MPN/100ml","Enterolert","Results","Los Angeles","Santa Monica Canyon on Will Rogers State Beach","Will Rogers State Beach",34.02645,-118.51955,"2019-03-21 11:12:50","SMB_2_7.csv","2019-03-21 11:12:50",3
"54868",114812,115331,449,449,"SMB-2-7","2019-03-15","08:55:00","Fecal Coliforms","=",4900,"MPN/100ml","Colilert 18","Results","Los Angeles","Santa Monica Canyon on Will Rogers State Beach","Will Rogers State Beach",34.02645,-118.51955,"2019-03-21 11:12:50","SMB_2_7.csv","2019-03-21 11:12:50",3
"54869",114813,115332,449,449,"SMB-2-7","2019-03-15","08:55:00","Total Coliforms","=",13000,"MPN/100ml","Colilert 18","Results","Los Angeles","Santa Monica Canyon on Will Rogers State Beach","Will Rogers State Beach",34.02645,-118.51955,"2019-03-21 11:12:50","SMB_2_7.csv","2019-03-21 11:12:50",3
"54870",114814,115333,449,449,"SMB-2-7","2019-03-14","09:40:00","Enterococcus","<",5,"MPN/100ml","Enterolert","Results","Los Angeles","Santa Monica Canyon on Will Rogers State Beach","Will Rogers State Beach",34.02645,-118.51955,"2019-03-21 11:12:32","SMB_2_7.csv","2019-03-21 11:12:32",3
"54871",114815,115334,449,449,"SMB-2-7","2019-03-14","09:40:00","Fecal Coliforms","<",67,"MPN/100ml","Colilert 18","Results","Los Angeles","Santa Monica Canyon on Will Rogers State Beach","Will Rogers State Beach",34.02645,-118.51955,"2019-03-21 11:12:32","SMB_2_7.csv","2019-03-21 11:12:32",3
"54872",114816,115335,449,449,"SMB-2-7","2019-03-14","09:40:00","Total Coliforms","<",67,"MPN/100ml","Colilert 18","Results","Los Angeles","Santa Monica Canyon on Will Rogers State Beach","Will Rogers State Beach",34.02645,-118.51955,"2019-03-21 11:12:32","SMB_2_7.csv","2019-03-21 11:12:32",3
"54873",114817,115336,449,449,"SMB-2-7","2019-03-13","10:26:00","Enterococcus","=",1600,"MPN/100ml","Enterolert","Results","Los Angeles","Santa Monica Canyon on Will Rogers State Beach","Will Rogers State Beach",34.02645,-118.51955,"2019-03-21 11:12:17","SMB_2_7.csv","2019-03-21 11:12:17",3
"54874",114818,115337,449,449,"SMB-2-7","2019-03-13","10:26:00","Fecal Coliforms","=",2600,"MPN/100ml","Colilert 18","Results","Los Angeles","Santa Monica Canyon on Will Rogers State Beach","Will Rogers State Beach",34.02645,-118.51955,"2019-03-21 11:12:17","SMB_2_7.csv","2019-03-21 11:12:17",3
"54875",114819,115338,449,449,"SMB-2-7","2019-03-13","10:26:00","Total Coliforms","=",8600,"MPN/100ml","Colilert 18","Results","Los Angeles","Santa Monica Canyon on Will Rogers State Beach","Will Rogers State Beach",34.02645,-118.51955,"2019-03-21 11:12:17","SMB_2_7.csv","2019-03-21 11:12:17",3
"54876",114820,115339,449,449,"SMB-2-7","2019-03-12","09:07:00","Enterococcus","=",180,"MPN/100ml","Enterolert","Results","Los Angeles","Santa Monica Canyon on Will Rogers State Beach","Will Rogers State Beach",34.02645,-118.51955,"2019-03-21 11:09:13","SMB_2_7.csv","2019-03-21 11:09:13",3
"54877",114821,115340,449,449,"SMB-2-7","2019-03-12","09:07:00","Fecal Coliforms","=",280,"MPN/100ml","Colilert 18","Results","Los Angeles","Santa Monica Canyon on Will Rogers State Beach","Will Rogers State Beach",34.02645,-118.51955,"2019-03-21 11:09:13","SMB_2_7.csv","2019-03-21 11:09:13",3
"54878",114822,115341,449,449,"SMB-2-7","2019-03-12","09:07:00","Total Coliforms","=",3200,"MPN/100ml","Colilert 18","Results","Los Angeles","Santa Monica Canyon on Will Rogers State Beach","Will Rogers State Beach",34.02645,-118.51955,"2019-03-21 11:09:13","SMB_2_7.csv","2019-03-21 11:09:13",3
"54879",114823,115342,449,449,"SMB-2-7","2019-03-09","09:01:00","Enterococcus","=",87,"MPN/100ml","Enterolert","Results","Los Angeles","Santa Monica Canyon on Will Rogers State Beach","Will Rogers State Beach",34.02645,-118.51955,"2019-03-21 11:08:34","SMB_2_7.csv","2019-03-21 11:08:34",3
"54880",114824,115343,449,449,"SMB-2-7","2019-03-09","09:01:00","Fecal Coliforms","=",280,"MPN/100ml","Colilert 18","Results","Los Angeles","Santa Monica Canyon on Will Rogers State Beach","Will Rogers State Beach",34.02645,-118.51955,"2019-03-21 11:08:34","SMB_2_7.csv","2019-03-21 11:08:34",3
"54881",114825,115344,449,449,"SMB-2-7","2019-03-09","09:01:00","Total Coliforms","=",4600,"MPN/100ml","Colilert 18","Results","Los Angeles","Santa Monica Canyon on Will Rogers State Beach","Will Rogers State Beach",34.02645,-118.51955,"2019-03-21 11:08:34","SMB_2_7.csv","2019-03-21 11:08:34",3
"54882",114826,115345,449,449,"SMB-2-7","2019-03-08","09:16:00","Enterococcus","=",110,"MPN/100ml","Enterolert","Results","Los Angeles","Santa Monica Canyon on Will Rogers State Beach","Will Rogers State Beach",34.02645,-118.51955,"2019-03-21 11:08:18","SMB_2_7.csv","2019-03-21 11:08:18",3
"54883",114827,115346,449,449,"SMB-2-7","2019-03-08","09:16:00","Fecal Coliforms","=",210,"MPN/100ml","Colilert 18","Results","Los Angeles","Santa Monica Canyon on Will Rogers State Beach","Will Rogers State Beach",34.02645,-118.51955,"2019-03-21 11:08:18","SMB_2_7.csv","2019-03-21 11:08:18",3
"54884",114828,115347,449,449,"SMB-2-7","2019-03-08","09:16:00","Total Coliforms","=",580,"MPN/100ml","Colilert 18","Results","Los Angeles","Santa Monica Canyon on Will Rogers State Beach","Will Rogers State Beach",34.02645,-118.51955,"2019-03-21 11:08:18","SMB_2_7.csv","2019-03-21 11:08:18",3
"54885",114829,115348,449,449,"SMB-2-7","2019-03-07","09:37:00","Enterococcus","=",64,"MPN/100ml","Enterolert","Results","Los Angeles","Santa Monica Canyon on Will Rogers State Beach","Will Rogers State Beach",34.02645,-118.51955,"2019-03-21 11:08:03","SMB_2_7.csv","2019-03-21 11:08:03",3
"54886",114830,115349,449,449,"SMB-2-7","2019-03-07","09:37:00","Fecal Coliforms","=",280,"MPN/100ml","Colilert 18","Results","Los Angeles","Santa Monica Canyon on Will Rogers State Beach","Will Rogers State Beach",34.02645,-118.51955,"2019-03-21 11:08:03","SMB_2_7.csv","2019-03-21 11:08:03",3
"54887",114831,115350,449,449,"SMB-2-7","2019-03-07","09:37:00","Total Coliforms","=",1400,"MPN/100ml","Colilert 18","Results","Los Angeles","Santa Monica Canyon on Will Rogers State Beach","Will Rogers State Beach",34.02645,-118.51955,"2019-03-21 11:08:03","SMB_2_7.csv","2019-03-21 11:08:03",3
"54888",114832,115351,449,449,"SMB-2-7","2019-03-06","09:01:00","Enterococcus",">",2000,"MPN/100ml","Enterolert","Results","Los Angeles","Santa Monica Canyon on Will Rogers State Beach","Will Rogers State Beach",34.02645,-118.51955,"2019-03-21 11:07:38","SMB_2_7.csv","2019-03-21 11:07:38",3
"54889",114833,115352,449,449,"SMB-2-7","2019-03-06","09:01:00","Fecal Coliforms","=",8600,"MPN/100ml","Colilert 18","Results","Los Angeles","Santa Monica Canyon on Will Rogers State Beach","Will Rogers State Beach",34.02645,-118.51955,"2019-03-21 11:07:38","SMB_2_7.csv","2019-03-21 11:07:38",3
"54890",114834,115353,449,449,"SMB-2-7","2019-03-06","09:01:00","Total Coliforms",">",13000,"MPN/100ml","Colilert 18","Results","Los Angeles","Santa Monica Canyon on Will Rogers State Beach","Will Rogers State Beach",34.02645,-118.51955,"2019-03-21 11:07:38","SMB_2_7.csv","2019-03-21 11:07:38",3
"54891",114835,115354,449,449,"SMB-2-7","2019-03-05","09:35:00","Enterococcus","=",240,"MPN/100ml","Enterolert","Results","Los Angeles","Santa Monica Canyon on Will Rogers State Beach","Will Rogers State Beach",34.02645,-118.51955,"2019-03-07 15:13:46","SMB_2_7.csv","2019-03-07 15:13:46",3
"54892",114836,115355,449,449,"SMB-2-7","2019-03-05","09:35:00","Fecal Coliforms","=",580,"MPN/100ml","Colilert 18","Results","Los Angeles","Santa Monica Canyon on Will Rogers State Beach","Will Rogers State Beach",34.02645,-118.51955,"2019-03-07 15:13:46","SMB_2_7.csv","2019-03-07 15:13:46",3
"54893",114837,115356,449,449,"SMB-2-7","2019-03-05","09:35:00","Total Coliforms","=",3700,"MPN/100ml","Colilert 18","Results","Los Angeles","Santa Monica Canyon on Will Rogers State Beach","Will Rogers State Beach",34.02645,-118.51955,"2019-03-07 15:13:46","SMB_2_7.csv","2019-03-07 15:13:46",3
"54894",114838,115357,449,449,"SMB-2-7","2019-03-02","08:56:00","Enterococcus",">",2000,"MPN/100ml","Enterolert","Results","Los Angeles","Santa Monica Canyon on Will Rogers State Beach","Will Rogers State Beach",34.02645,-118.51955,"2019-03-07 15:11:00","SMB_2_7.csv","2019-03-07 15:11:00",3
"54895",114839,115358,449,449,"SMB-2-7","2019-03-02","08:56:00","Fecal Coliforms","=",3900,"MPN/100ml","Colilert 18","Results","Los Angeles","Santa Monica Canyon on Will Rogers State Beach","Will Rogers State Beach",34.02645,-118.51955,"2019-03-07 15:11:00","SMB_2_7.csv","2019-03-07 15:11:00",3
"54896",114840,115359,449,449,"SMB-2-7","2019-03-02","08:56:00","Total Coliforms",">",13000,"MPN/100ml","Colilert 18","Results","Los Angeles","Santa Monica Canyon on Will Rogers State Beach","Will Rogers State Beach",34.02645,-118.51955,"2019-03-07 15:11:00","SMB_2_7.csv","2019-03-07 15:11:00",3
"54897",114841,115360,449,449,"SMB-2-7","2019-03-01","08:55:00","Enterococcus","=",250,"MPN/100ml","Enterolert","Results","Los Angeles","Santa Monica Canyon on Will Rogers State Beach","Will Rogers State Beach",34.02645,-118.51955,"2019-03-07 15:10:11","SMB_2_7.csv","2019-03-07 15:10:11",3
"54898",114842,115361,449,449,"SMB-2-7","2019-03-01","08:55:00","Fecal Coliforms","=",1000,"MPN/100ml","Colilert 18","Results","Los Angeles","Santa Monica Canyon on Will Rogers State Beach","Will Rogers State Beach",34.02645,-118.51955,"2019-03-07 15:10:11","SMB_2_7.csv","2019-03-07 15:10:11",3
"54899",114843,115362,449,449,"SMB-2-7","2019-03-01","08:55:00","Total Coliforms","=",3400,"MPN/100ml","Colilert 18","Results","Los Angeles","Santa Monica Canyon on Will Rogers State Beach","Will Rogers State Beach",34.02645,-118.51955,"2019-03-07 15:10:11","SMB_2_7.csv","2019-03-07 15:10:11",3
"54900",114844,115363,449,449,"SMB-2-7","2019-02-28","09:10:00","Enterococcus","=",740,"MPN/100ml","Enterolert","Results","Los Angeles","Santa Monica Canyon on Will Rogers State Beach","Will Rogers State Beach",34.02645,-118.51955,"2019-03-07 15:09:38","SMB_2_7.csv","2019-03-07 15:09:38",2
"54901",114845,115364,449,449,"SMB-2-7","2019-02-28","09:10:00","Fecal Coliforms","=",1300,"MPN/100ml","Colilert 18","Results","Los Angeles","Santa Monica Canyon on Will Rogers State Beach","Will Rogers State Beach",34.02645,-118.51955,"2019-03-07 15:09:38","SMB_2_7.csv","2019-03-07 15:09:38",2
"54902",114846,115365,449,449,"SMB-2-7","2019-02-28","09:10:00","Total Coliforms","=",9600,"MPN/100ml","Colilert 18","Results","Los Angeles","Santa Monica Canyon on Will Rogers State Beach","Will Rogers State Beach",34.02645,-118.51955,"2019-03-07 15:09:38","SMB_2_7.csv","2019-03-07 15:09:38",2
"54903",114847,115366,449,449,"SMB-2-7","2019-02-27","09:25:00","Enterococcus","=",1100,"MPN/100ml","Enterolert","Results","Los Angeles","Santa Monica Canyon on Will Rogers State Beach","Will Rogers State Beach",34.02645,-118.51955,"2019-03-07 15:09:30","SMB_2_7.csv","2019-03-07 15:09:30",2
"54904",114848,115367,449,449,"SMB-2-7","2019-02-27","09:25:00","Fecal Coliforms","=",4900,"MPN/100ml","Colilert 18","Results","Los Angeles","Santa Monica Canyon on Will Rogers State Beach","Will Rogers State Beach",34.02645,-118.51955,"2019-03-07 15:09:30","SMB_2_7.csv","2019-03-07 15:09:30",2
"54905",114849,115368,449,449,"SMB-2-7","2019-02-27","09:25:00","Total Coliforms",">",13000,"MPN/100ml","Colilert 18","Results","Los Angeles","Santa Monica Canyon on Will Rogers State Beach","Will Rogers State Beach",34.02645,-118.51955,"2019-03-07 15:09:30","SMB_2_7.csv","2019-03-07 15:09:30",2
"54906",114850,115369,449,449,"SMB-2-7","2019-02-26","09:38:00","Enterococcus","=",250,"MPN/100ml","Enterolert","Results","Los Angeles","Santa Monica Canyon on Will Rogers State Beach","Will Rogers State Beach",34.02645,-118.51955,"2019-02-28 10:16:17","SMB_2_7.csv","2019-02-28 10:16:17",2
"54907",114851,115370,449,449,"SMB-2-7","2019-02-26","09:38:00","Fecal Coliforms","=",1800,"MPN/100ml","Colilert 18","Results","Los Angeles","Santa Monica Canyon on Will Rogers State Beach","Will Rogers State Beach",34.02645,-118.51955,"2019-02-28 10:16:17","SMB_2_7.csv","2019-02-28 10:16:17",2
"54908",114852,115371,449,449,"SMB-2-7","2019-02-26","09:38:00","Total Coliforms","=",6300,"MPN/100ml","Colilert 18","Results","Los Angeles","Santa Monica Canyon on Will Rogers State Beach","Will Rogers State Beach",34.02645,-118.51955,"2019-02-28 10:16:17","SMB_2_7.csv","2019-02-28 10:16:17",2
"54909",114853,115372,449,449,"SMB-2-7","2019-02-23","09:12:00","Enterococcus","=",42,"MPN/100ml","Enterolert","Results","Los Angeles","Santa Monica Canyon on Will Rogers State Beach","Will Rogers State Beach",34.02645,-118.51955,"2019-02-28 10:15:56","SMB_2_7.csv","2019-02-28 10:15:56",2
"54910",114854,115373,449,449,"SMB-2-7","2019-02-23","09:12:00","Fecal Coliforms","=",130,"MPN/100ml","Colilert 18","Results","Los Angeles","Santa Monica Canyon on Will Rogers State Beach","Will Rogers State Beach",34.02645,-118.51955,"2019-02-28 10:15:56","SMB_2_7.csv","2019-02-28 10:15:56",2
"54911",114855,115374,449,449,"SMB-2-7","2019-02-23","09:12:00","Total Coliforms","=",580,"MPN/100ml","Colilert 18","Results","Los Angeles","Santa Monica Canyon on Will Rogers State Beach","Will Rogers State Beach",34.02645,-118.51955,"2019-02-28 10:15:56","SMB_2_7.csv","2019-02-28 10:15:56",2
"54912",114856,115375,449,449,"SMB-2-7","2019-02-22","10:04:00","Enterococcus","<",5,"MPN/100ml","Enterolert","Results","Los Angeles","Santa Monica Canyon on Will Rogers State Beach","Will Rogers State Beach",34.02645,-118.51955,"2019-02-28 10:15:45","SMB_2_7.csv","2019-02-28 10:15:45",2
"54913",114857,115376,449,449,"SMB-2-7","2019-02-22","10:04:00","Fecal Coliforms","<",67,"MPN/100ml","Colilert 18","Results","Los Angeles","Santa Monica Canyon on Will Rogers State Beach","Will Rogers State Beach",34.02645,-118.51955,"2019-02-28 10:15:45","SMB_2_7.csv","2019-02-28 10:15:45",2
"54914",114858,115377,449,449,"SMB-2-7","2019-02-22","10:04:00","Total Coliforms","<",67,"MPN/100ml","Colilert 18","Results","Los Angeles","Santa Monica Canyon on Will Rogers State Beach","Will Rogers State Beach",34.02645,-118.51955,"2019-02-28 10:15:45","SMB_2_7.csv","2019-02-28 10:15:45",2
"54915",114859,115378,449,449,"SMB-2-7","2019-02-21","09:31:00","Enterococcus","=",75,"MPN/100ml","Enterolert","Results","Los Angeles","Santa Monica Canyon on Will Rogers State Beach","Will Rogers State Beach",34.02645,-118.51955,"2019-02-28 10:15:34","SMB_2_7.csv","2019-02-28 10:15:34",2
"54916",114860,115379,449,449,"SMB-2-7","2019-02-21","09:31:00","Fecal Coliforms","=",210,"MPN/100ml","Colilert 18","Results","Los Angeles","Santa Monica Canyon on Will Rogers State Beach","Will Rogers State Beach",34.02645,-118.51955,"2019-02-28 10:15:34","SMB_2_7.csv","2019-02-28 10:15:34",2
"54917",114861,115380,449,449,"SMB-2-7","2019-02-21","09:31:00","Total Coliforms","=",4400,"MPN/100ml","Colilert 18","Results","Los Angeles","Santa Monica Canyon on Will Rogers State Beach","Will Rogers State Beach",34.02645,-118.51955,"2019-02-28 10:15:34","SMB_2_7.csv","2019-02-28 10:15:34",2
"54918",114862,115381,449,449,"SMB-2-7","2019-02-20","08:50:00","Enterococcus","=",99,"MPN/100ml","Enterolert","Results","Los Angeles","Santa Monica Canyon on Will Rogers State Beach","Will Rogers State Beach",34.02645,-118.51955,"2019-02-28 10:15:24","SMB_2_7.csv","2019-02-28 10:15:24",2
"54919",114863,115382,449,449,"SMB-2-7","2019-02-20","08:50:00","Fecal Coliforms","=",210,"MPN/100ml","Colilert 18","Results","Los Angeles","Santa Monica Canyon on Will Rogers State Beach","Will Rogers State Beach",34.02645,-118.51955,"2019-02-28 10:15:24","SMB_2_7.csv","2019-02-28 10:15:24",2
"54920",114864,115383,449,449,"SMB-2-7","2019-02-20","08:50:00","Total Coliforms","=",1400,"MPN/100ml","Colilert 18","Results","Los Angeles","Santa Monica Canyon on Will Rogers State Beach","Will Rogers State Beach",34.02645,-118.51955,"2019-02-28 10:15:24","SMB_2_7.csv","2019-02-28 10:15:24",2
"54921",114865,115384,449,449,"SMB-2-7","2019-02-18","09:27:00","Enterococcus","=",53,"MPN/100ml","Enterolert","Results","Los Angeles","Santa Monica Canyon on Will Rogers State Beach","Will Rogers State Beach",34.02645,-118.51955,"2019-02-28 10:14:46","SMB_2_7.csv","2019-02-28 10:14:46",2
"54922",114866,115385,449,449,"SMB-2-7","2019-02-18","09:27:00","Fecal Coliforms","=",130,"MPN/100ml","Colilert 18","Results","Los Angeles","Santa Monica Canyon on Will Rogers State Beach","Will Rogers State Beach",34.02645,-118.51955,"2019-02-28 10:14:46","SMB_2_7.csv","2019-02-28 10:14:46",2
"54923",114867,115386,449,449,"SMB-2-7","2019-02-18","09:27:00","Total Coliforms","=",4400,"MPN/100ml","Colilert 18","Results","Los Angeles","Santa Monica Canyon on Will Rogers State Beach","Will Rogers State Beach",34.02645,-118.51955,"2019-02-28 10:14:46","SMB_2_7.csv","2019-02-28 10:14:46",2
"54924",114868,115387,449,449,"SMB-2-7","2019-02-16","09:10:00","Enterococcus","=",87,"MPN/100ml","Enterolert","Results","Los Angeles","Santa Monica Canyon on Will Rogers State Beach","Will Rogers State Beach",34.02645,-118.51955,"2019-02-28 10:14:38","SMB_2_7.csv","2019-02-28 10:14:38",2
"54925",114869,115388,449,449,"SMB-2-7","2019-02-16","09:10:00","Fecal Coliforms","=",67,"MPN/100ml","Colilert 18","Results","Los Angeles","Santa Monica Canyon on Will Rogers State Beach","Will Rogers State Beach",34.02645,-118.51955,"2019-02-28 10:14:38","SMB_2_7.csv","2019-02-28 10:14:38",2
"54926",114870,115389,449,449,"SMB-2-7","2019-02-16","09:10:00","Total Coliforms","=",4200,"MPN/100ml","Colilert 18","Results","Los Angeles","Santa Monica Canyon on Will Rogers State Beach","Will Rogers State Beach",34.02645,-118.51955,"2019-02-28 10:14:38","SMB_2_7.csv","2019-02-28 10:14:38",2
"54927",114871,115390,449,449,"SMB-2-7","2019-02-15","09:03:00","Enterococcus","=",190,"MPN/100ml","Enterolert","Results","Los Angeles","Santa Monica Canyon on Will Rogers State Beach","Will Rogers State Beach",34.02645,-118.51955,"2019-02-28 10:14:29","SMB_2_7.csv","2019-02-28 10:14:29",2
"54928",114872,115391,449,449,"SMB-2-7","2019-02-15","09:03:00","Fecal Coliforms","=",130,"MPN/100ml","Colilert 18","Results","Los Angeles","Santa Monica Canyon on Will Rogers State Beach","Will Rogers State Beach",34.02645,-118.51955,"2019-02-28 10:14:29","SMB_2_7.csv","2019-02-28 10:14:29",2
"54929",114873,115392,449,449,"SMB-2-7","2019-02-15","09:03:00","Total Coliforms","=",6300,"MPN/100ml","Colilert 18","Results","Los Angeles","Santa Monica Canyon on Will Rogers State Beach","Will Rogers State Beach",34.02645,-118.51955,"2019-02-28 10:14:29","SMB_2_7.csv","2019-02-28 10:14:29",2
"54930",114874,115393,449,449,"SMB-2-7","2019-02-14","09:59:00","Enterococcus","=",1400,"MPN/100ml","Enterolert","Results","Los Angeles","Santa Monica Canyon on Will Rogers State Beach","Will Rogers State Beach",34.02645,-118.51955,"2019-02-28 10:14:17","SMB_2_7.csv","2019-02-28 10:14:17",2
"54931",114875,115394,449,449,"SMB-2-7","2019-02-14","09:59:00","Fecal Coliforms","=",4400,"MPN/100ml","Colilert 18","Results","Los Angeles","Santa Monica Canyon on Will Rogers State Beach","Will Rogers State Beach",34.02645,-118.51955,"2019-02-28 10:14:17","SMB_2_7.csv","2019-02-28 10:14:17",2
"54932",114876,115395,449,449,"SMB-2-7","2019-02-14","09:59:00","Total Coliforms","=",9600,"MPN/100ml","Colilert 18","Results","Los Angeles","Santa Monica Canyon on Will Rogers State Beach","Will Rogers State Beach",34.02645,-118.51955,"2019-02-28 10:14:17","SMB_2_7.csv","2019-02-28 10:14:17",2
"54933",114877,115396,449,449,"SMB-2-7","2019-02-13","09:14:00","Enterococcus","=",42,"MPN/100ml","Enterolert","Results","Los Angeles","Santa Monica Canyon on Will Rogers State Beach","Will Rogers State Beach",34.02645,-118.51955,"2019-02-28 10:14:03","SMB_2_7.csv","2019-02-28 10:14:03",2
"54934",114878,115397,449,449,"SMB-2-7","2019-02-13","09:14:00","Fecal Coliforms","=",130,"MPN/100ml","Colilert 18","Results","Los Angeles","Santa Monica Canyon on Will Rogers State Beach","Will Rogers State Beach",34.02645,-118.51955,"2019-02-28 10:14:03","SMB_2_7.csv","2019-02-28 10:14:03",2
"54935",114879,115398,449,449,"SMB-2-7","2019-02-13","09:14:00","Total Coliforms","=",3500,"MPN/100ml","Colilert 18","Results","Los Angeles","Santa Monica Canyon on Will Rogers State Beach","Will Rogers State Beach",34.02645,-118.51955,"2019-02-28 10:14:03","SMB_2_7.csv","2019-02-28 10:14:03",2
"54936",114880,115399,449,449,"SMB-2-7","2019-02-12","09:12:00","Enterococcus","=",210,"MPN/100ml","Enterolert","Results","Los Angeles","Santa Monica Canyon on Will Rogers State Beach","Will Rogers State Beach",34.02645,-118.51955,"2019-02-28 10:13:43","SMB_2_7.csv","2019-02-28 10:13:43",2
"54937",114881,115400,449,449,"SMB-2-7","2019-02-12","09:12:00","Fecal Coliforms","=",350,"MPN/100ml","Colilert 18","Results","Los Angeles","Santa Monica Canyon on Will Rogers State Beach","Will Rogers State Beach",34.02645,-118.51955,"2019-02-28 10:13:43","SMB_2_7.csv","2019-02-28 10:13:43",2
"54938",114882,115401,449,449,"SMB-2-7","2019-02-12","09:12:00","Total Coliforms","=",7300,"MPN/100ml","Colilert 18","Results","Los Angeles","Santa Monica Canyon on Will Rogers State Beach","Will Rogers State Beach",34.02645,-118.51955,"2019-02-28 10:13:43","SMB_2_7.csv","2019-02-28 10:13:43",2
"54939",114883,115402,449,449,"SMB-2-7","2019-02-09","09:04:00","Enterococcus","=",560,"MPN/100ml","Enterolert","Results","Los Angeles","Santa Monica Canyon on Will Rogers State Beach","Will Rogers State Beach",34.02645,-118.51955,"2019-02-28 10:13:05","SMB_2_7.csv","2019-02-28 10:13:05",2
"54940",114884,115403,449,449,"SMB-2-7","2019-02-09","09:04:00","Fecal Coliforms","=",910,"MPN/100ml","Colilert 18","Results","Los Angeles","Santa Monica Canyon on Will Rogers State Beach","Will Rogers State Beach",34.02645,-118.51955,"2019-02-28 10:13:05","SMB_2_7.csv","2019-02-28 10:13:05",2
"54941",114885,115404,449,449,"SMB-2-7","2019-02-09","09:04:00","Total Coliforms","=",13000,"MPN/100ml","Colilert 18","Results","Los Angeles","Santa Monica Canyon on Will Rogers State Beach","Will Rogers State Beach",34.02645,-118.51955,"2019-02-28 10:13:05","SMB_2_7.csv","2019-02-28 10:13:05",2
